name,RectCoverage,AvgRectArea,RectStDev,AspectRatio,AvgLineBends,AvgLineLength,LongestLine,ShortestLine,LineLengthStDev,AvgLineAngle,OrthLinesRatio,LineCrossings,AvgCrossingAngle,AvgShortestDistance,RectDistribution,RectOrth2,rectangles,lines,Quality
architecture_215..png,0.345916337,0.022608655,0.034414216,0.193897805,0,0.092241032,0.065392833,0.051023775,0.395505705,0.356428865,0.5,0,1,0.157187399,0.213101454,0.506250165,0.098360656,0.013888889,4.5
ClassDiagram_55..png,0.385079652,0.118727124,0.156539985,0.131422158,0.1,0.140154514,0.09573837,0.040684644,0.315565658,0.001694889,1,0.266667267,0.998945806,0.160110275,0.397884693,0.207692167,0.180327869,0.055555556,3.5
Class Diagram_2..png,0.340893821,0.074436157,0.197918811,0.15503533,0.083333375,0.131242478,0.185129467,0.058951219,0.563752952,0.057282103,0.866667,0,1,0.210327474,0.372033141,0.12272719,0.147540984,0.111111111,3.5
architecture_57..png,0.630394364,0.160010679,0.252809518,0.158414266,0,0.013591134,0.007052993,0.016113782,0.080230618,0.061475743,0.666667,0,1,0.241650786,0.212322187,0.270000088,0.049180328,0.027777778,4.5
ASTObjectUML.png,0.44362011,0.387507839,0.132261523,0.076183255,0.28260875,0.549350322,0.538461663,0.102957058,0.404362796,0.017162336,0.92,0.010527011,0.996976716,0.404079963,0.115201969,0.224999848,0.409836066,0.305555556,3
avengersUML.jpg,0.099396324,0.032232936,0.262638222,0.164592719,0.166666625,0.19037123,0.142786632,0.091332874,0.29953127,0.082577303,0.857143,0,1,0.151587782,0.221575035,0.180000284,0.213114754,0.069444444,2
ClassDiagram_45..png,0.489377962,0.262899138,0.138008992,0.2562499,0.071428625,0.167871426,0.175719878,0.046496736,0.462751156,0.004055815,1,0.090909091,1,0.417051505,0.089318393,0.149999899,0.114754098,0.083333333,4
bankingClassDiagram.png,0.568077724,0.027778772,0.075677083,0.084004299,0,0.054861597,0.023534473,0.085572663,0,0.042511379,0,0,1,0.096361014,0.023978107,0.562499958,0.06557377,0,4.5
basic-architecture-patterns.png,0.154895318,0.022437256,0.107711452,0.21421952,0.142857125,0.204072076,0.283459673,0.06145889,0.652579076,0.019945097,0.866667,0.024999025,1,0.162925669,0.256052667,0.405000132,0.131147541,0.083333333,4
basics_components_class_diagram.png,0.30054059,0.048564691,0.102104608,0.256499443,0.03571425,0.084091323,0.056402961,0.062475587,0.198206383,0.407575148,0.222222,0,1,0.19413005,0.217599399,0.210937569,0.229508197,0.083333333,4
Battleship_UML.png,0.506743276,0.177786431,0.157215324,0.236819882,0.075,0.174771167,0.149789895,0.063065712,0.352012782,0.406982927,0.125,0.198528199,0.509986253,0.278635821,0.366414332,0.135000044,0.131147541,0.125,3.5
class diagram-withoutOper.png,0.443063619,0.220094852,0.187913475,0.258466859,0,0.102536899,0.043986175,0.157758708,0,0.006329411,1,0,1,0.2795959,0.574095989,0,0.049180328,0,4
Class Diagram Add new librarian.jpg,0.448086135,0.097294118,0.070111349,0.20370857,0.125,0.247762608,0.192657138,0.10129646,0.439945986,0,1,0.192309192,1,0.213007489,0.499778115,0.096428506,0.081967213,0.069444444,4
